# file...... line25.csv
# date...... Wed Mar 20 13:02:44 2019
# user...... xiej204
# host...... (null)
# target.... underground_line 138
# trigger... (none)
# interval.. 1
# limit..... 1000
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag
2010-01-01 00:00:00 EST,+2.20558e-005,-3.99748e-005,+27660,-1552.41,+14373.6,+22566.9
2010-01-01 00:00:01 EST,-2.30277e-005,-9.86958e-006,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:02 EST,-4.3045e-006,-3.29807e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:03 EST,-6.9517e-006,-1.45588e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:04 EST,+2.1531e-006,-8.62835e-006,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:05 EST,-1.26144e-006,-8.79898e-006,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:06 EST,-1.50898e-005,-2.3249e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:07 EST,-5.90063e-006,-1.39437e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:08 EST,-2.78806e-006,-2.35736e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:09 EST,-4.45278e-006,-1.21044e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:10 EST,-4.98904e-006,-1.52042e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:11 EST,-2.22228e-005,-2.30716e-006,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:12 EST,-2.29348e-005,-2.85548e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:13 EST,-1.12972e-005,-1.78444e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:14 EST,+1.25925e-005,-2.94268e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:15 EST,-4.02953e-005,+1.48933e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:16 EST,+5.05116e-006,-2.98074e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:17 EST,+3.95065e-006,-1.18517e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:18 EST,-2.82895e-005,+1.46625e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:19 EST,-7.15463e-006,-7.83768e-007,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:20 EST,+1.06561e-005,-3.17605e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:21 EST,+1.42331e-005,-2.48249e-005,+27660,-1552.4,+14373.6,+22566.9
2010-01-01 00:00:22 EST,+3.22944e-006,-1.17016e-005,+27690.9,-1597.43,+14342.4,+22611.7
2010-01-01 00:00:23 EST,+8.93187e-006,-8.89442e-006,+27690.9,-1597.42,+14342.4,+22611.8
2010-01-01 00:00:24 EST,-6.75709e-007,-3.72535e-005,+27690.9,-1597.43,+14342.4,+22611.8
2010-01-01 00:00:25 EST,-7.35728e-006,-2.524e-005,+27690.9,-1597.43,+14342.4,+22611.8
2010-01-01 00:00:26 EST,+2.38044e-006,-1.50432e-005,+27690.9,-1597.43,+14342.4,+22611.8
2010-01-01 00:00:27 EST,-5.87607e-006,-1.03089e-005,+27690.9,-1597.42,+14342.4,+22611.8
2010-01-01 00:00:28 EST,-1.76023e-005,-3.2958e-005,+27690.9,-1597.42,+14342.4,+22611.8
2010-01-01 00:00:29 EST,+6.94244e-006,-2.81389e-005,+27690.9,-1597.42,+14342.4,+22611.8
