# file...... line8.csv
# date...... Wed Mar 20 13:02:44 2019
# user...... xiej204
# host...... (null)
# target.... underground_line 121
# trigger... (none)
# interval.. 1
# limit..... 1000
# timestamp,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag
2010-01-01 00:00:00 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:01 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:02 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:03 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:04 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:05 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:06 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:07 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:08 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:09 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:10 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:11 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:12 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:13 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:14 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:15 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:16 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:17 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:18 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:19 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:20 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:21 EST,+39732.3,+55948.3,+147684,-9174.17,+144369,+114368
2010-01-01 00:00:22 EST,+39864.1,+56072.5,+148615,-9250.51,+144407,+115379
